PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
251919683,NCGC00357283-01,3,10,,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,"Toronto Research Chemicals, Inc."
251919919,NCGC00357223-01,3,10,,,,inconclusive agonist,inconclusive agonist,54.48267331,124.5570711,inactive,,0,Sigma Chemical Company
251919986,NCGC00357240-01,3,10,,,,inconclusive agonist,inconclusive agonist,1.151485329,21.68515742,inactive,,0,Sigma Chemical Company
144207298,NCGC00257654-01,3,10,,,,inconclusive agonist (cytotoxic),active agonist,20.91579155,124.888209,active antagonist,58.94870991,-37.05352992,SigmaAldrich
144208191,NCGC00258546-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,,inconclusive antagonist,25.69991903,-30.5399935,SigmaAldrich
144208385,NCGC00258739-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,22.48641854,77.22558244,active antagonist,44.86630352,-61.06347016,LKT Lab
144208887,NCGC00259238-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,,inconclusive antagonist,68.72914986,-30.43300237,Sensient
144209172,NCGC00259523-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,,inconclusive antagonist,60.50942611,-90.58131786,SigmaAldrich
144209451,NCGC00259802-01,3,10,,,,inconclusive agonist (cytotoxic),active agonist,7.096797676,63.55419087,inconclusive antagonist,44.77776616,-31.07321879,SIGMA
144209477,NCGC00259828-01,3,10,,,,inconclusive agonist (cytotoxic),active agonist,37.34521465,52.30095278,active antagonist,6.150375434,-90.70613803,Acros
144209486,NCGC00259837-01,3,10,,,,inconclusive agonist (cytotoxic),active agonist,13.69934734,43.83982361,inconclusive antagonist,34.41120469,-35.70979469,SigmaAldrich
144209523,NCGC00259874-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,1.976447856,227.0144804,active antagonist,13.20946903,-113.8879178,Pfaltz-Bauer
144209723,NCGC00260074-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,0.262302401,47.21565572,inconclusive antagonist,16.55016264,-60.41237159,Acros
144210018,NCGC00260366-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,6.567577283,56.65501568,inconclusive antagonist,65.67577283,-39.07729471,SIGMA
144210111,NCGC00260459-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,40.86279027,active antagonist,23.70635808,-32.45630872,SIGMA
144210197,NCGC00260544-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,11.91948754,67.1386649,inconclusive antagonist,12.62576158,-50.31432401,SRI International
144210609,NCGC00254223-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,12.19715124,69.08135949,active antagonist,68.58962193,-56.58583961,SIGMA
144210692,NCGC00254270-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,19.33118197,39.73822072,active antagonist,68.58962193,-45.80074544,SIGMA
144210934,NCGC00254432-01,3,10,,,,inconclusive agonist (cytotoxic),active agonist,16.26516259,89.77116288,inconclusive antagonist,64.75277858,-41.09790796,SIGMA
144211066,NCGC00254654-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,55.74817827,active antagonist,1.722893407,-73.55229077,SIGMA
144211618,NCGC00257535-01,3,10,,,,inconclusive agonist (cytotoxic),active agonist,4.67295654,143.5277766,active antagonist,9.688541615,-38.46139824,Enamine
144211689,NCGC00255771-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,,inconclusive antagonist,61.13056489,-39.04516145,SIGMA
144212204,NCGC00255296-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,6.113056489,68.0693045,active antagonist,46.7295654,-43.65093121,LightBiologicals
144212206,NCGC00255266-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,9.688541615,246.1722137,active antagonist,51.4349603,-91.2633386,LightBiologicals
144212263,NCGC00255595-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,12.19715124,116.0065149,active antagonist,68.58962193,-64.27310698,LightBiologicals
144212301,NCGC00255804-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,13.68542878,83.99885652,active antagonist,56.61416092,-30.22577538,Enamine
144212404,NCGC00255351-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,12.72200214,active antagonist,22.53850342,-64.20519151,Acros
144212562,NCGC00255777-01,3,10,,,,inconclusive agonist (cytotoxic),active agonist,28.92400374,177.9094465,inconclusive antagonist,54.48267331,-41.72987207,LightBiologicals
144212659,NCGC00255239-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,3.510159419,97.30231868,active antagonist,23.01407415,-78.80511868,SIGMA
144213287,NCGC00256505-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,,inconclusive antagonist,54.48267331,-31.42490684,Enamine
144213612,NCGC00257231-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,,inconclusive antagonist,61.13056489,-77.29430875,LightBiologicals
144213944,NCGC00257395-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,22.53850342,60.56125816,active antagonist,21.68994291,-50.32767297,SIGMA
170465046,NCGC00094857-05,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,2.238381331,51.29938851,active antagonist,33.4914596,-71.93991966,Vitas
170465184,NCGC00015735-11,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,42.31304346,active antagonist,1.203029824,-76.67828267,Vitas
170465451,NCGC00263918-03,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,7.942076665,112.0270297,inconclusive antagonist,26.60321198,-62.81291976,Microsource
170465461,NCGC00167496-03,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,0.794207666,79.81129624,inconclusive antagonist,23.71013763,-66.70885713,Labotest
170465532,NCGC00091367-05,3,10,,,,inconclusive agonist (cytotoxic),active agonist,6.682424721,65.18910404,inconclusive antagonist,18.83363177,-43.05375293,Labotest
170465647,NCGC00016855-10,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,5.955717301,47.53523264,inconclusive antagonist,26.60321198,-67.21226706,Vitas
170465822,NCGC00344543-01,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,70.64715026,active antagonist,5.10819431,-83.2346191,SIGMA
170465926,NCGC00166397-04,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,,,inconclusive antagonist,29.84929478,-70.01530091,Sequoia
170466390,NCGC00181775-02,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,0.118832183,40.36227087,inconclusive antagonist,13.33319022,-61.28418487,Labotest
170466466,NCGC00160655-03,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,0.141232314,125.5139779,active antagonist,16.78549199,-38.0203725,Vitas
170466523,NCGC00166245-04,3,10,,,,inconclusive agonist (cytotoxic),inconclusive agonist,10.59092945,144.7679535,inconclusive antagonist,18.83363177,-55.68233677,Vitas
251919677,NCGC00357148-01,3,10,,,,inconclusive agonist (cytotoxic),active agonist,2.730602032,56.09179859,active antagonist,15.95603848,-64.19739014,Sigma Chemical Company
144206840,NCGC00183830-01,3,5,,,,inconclusive,inconclusive,,,active antagonist,29.84929478,-58.12646759,Pharmaron
144206866,NCGC00183849-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Pharmaron
144206890,NCGC00181911-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Pharmaron
144207220,NCGC00257576-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207236,NCGC00257592-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207239,NCGC00257595-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207244,NCGC00257600-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144207258,NCGC00257614-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144207264,NCGC00257620-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,45.79484211,-48.94146665,SIGMA
144207302,NCGC00257658-01,3,5,,,,inconclusive,inconclusive,,,active antagonist,28.17060532,-81.62737156,SIGMA
144207313,NCGC00257669-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Alfa Aesar
144207357,NCGC00257713-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207391,NCGC00257747-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,43.71760422,-31.39919389,Sensient
144207433,NCGC00257789-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207454,NCGC00257810-01,3,5,,,,inconclusive,inconclusive,,,active agonist,0.615659894,77.92226499,SigmaAldrich
144207594,NCGC00257950-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144207603,NCGC00257959-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144207665,NCGC00258021-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144207670,NCGC00258026-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207711,NCGC00258067-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,48.5577337,-87.15814482,SigmaAldrich
144207850,NCGC00258206-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207855,NCGC00258211-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144207877,NCGC00258233-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144207916,NCGC00258272-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Io-li-tec
144207919,NCGC00258275-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207926,NCGC00258282-01,3,5,,,,inconclusive,inconclusive,,,active antagonist,27.50051729,-58.28516235,SigmaAldrich
144207932,NCGC00258288-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144207952,NCGC00258308-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207967,NCGC00258323-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207971,NCGC00258327-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207977,NCGC00258333-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144207985,NCGC00258341-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SV Chembiotech
144207986,NCGC00258342-01,3,5,,,,inconclusive,inconclusive,,,active antagonist,26.94542432,-59.63827523,SIGMA
144208062,NCGC00258418-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144208068,NCGC00258424-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144208148,NCGC00258503-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144208259,NCGC00258614-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144208263,NCGC00258618-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,,,SigmaAldrich
144208330,NCGC00258684-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SV Chembiotech
144208367,NCGC00258721-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,45.37566825,-31.5906647,SigmaAldrich
144208382,NCGC00258736-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144208529,NCGC00258883-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144208633,NCGC00258986-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144208712,NCGC00259064-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144208764,NCGC00259115-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144208878,NCGC00259229-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144208977,NCGC00259328-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144209103,NCGC00259454-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144209116,NCGC00259467-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144209189,NCGC00259540-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144209221,NCGC00259572-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144209566,NCGC00259917-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144209587,NCGC00259938-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SigmaAldrich
144209676,NCGC00260027-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144209934,NCGC00260284-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210003,NCGC00260351-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210052,NCGC00260400-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,37.22934205,-45.25635699,SIGMA
144210110,NCGC00260458-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210172,NCGC00260520-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210223,NCGC00260570-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,NTP-MRI Repository
144210252,NCGC00260599-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,NTP-MRI Repository
144210269,NCGC00260616-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,,,NTP-MRI Repository
144210303,NCGC00260650-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,,,NTP-MRI Repository
144210325,NCGC00253960-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210382,NCGC00254201-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210439,NCGC00254066-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210517,NCGC00254186-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210670,NCGC00254468-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210877,NCGC00254515-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144210894,NCGC00254394-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211000,NCGC00254591-01,3,5,,,,inconclusive,inconclusive,,,active antagonist,27.30602032,-61.06299897,SIGMA
144211125,NCGC00254712-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211156,NCGC00257521-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Maybridge
144211246,NCGC00254831-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211383,NCGC00254968-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211573,NCGC00255431-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211594,NCGC00256268-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211607,NCGC00256159-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211608,NCGC00255559-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211626,NCGC00255908-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211654,NCGC00255598-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211700,NCGC00255986-01,3,5,,,,inconclusive,inconclusive,,,inconclusive agonist,,,SIGMA
144211703,NCGC00255935-01,3,5,,,,inconclusive,inconclusive,,,active antagonist,57.71097466,-75.14121766,SIGMA
144211708,NCGC00255832-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211710,NCGC00255245-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211717,NCGC00256120-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211726,NCGC00255607-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Sigma DiscoveryCPR
144211778,NCGC00255706-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211784,NCGC00256195-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211790,NCGC00255393-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211813,NCGC00256252-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211815,NCGC00255855-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211823,NCGC00256124-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211864,NCGC00255970-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211872,NCGC00255600-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211886,NCGC00255428-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144211940,NCGC00256054-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211976,NCGC00255130-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,64.75277858,-45.2855882,SIGMA
144211991,NCGC00255550-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144211995,NCGC00255985-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,61.13056489,-69.45386794,SIGMA
144212040,NCGC00255604-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144212094,NCGC00256307-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144212106,NCGC00256306-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Sigma DiscoveryCPR
144212111,NCGC00256247-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Sigma DiscoveryCPR
144212162,NCGC00255376-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212212,NCGC00255378-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212228,NCGC00255278-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212243,NCGC00255543-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212275,NCGC00256214-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212282,NCGC00255272-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212283,NCGC00255876-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212291,NCGC00256089-01,3,5,,,,inconclusive,inconclusive,,,inconclusive agonist,,,SIGMA
144212310,NCGC00255683-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,30.63785871,-47.69961938,Enamine
144212355,NCGC00255708-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212371,NCGC00255292-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212399,NCGC00255510-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212418,NCGC00255948-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212425,NCGC00255120-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212441,NCGC00255916-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212444,NCGC00255302-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212470,NCGC00255957-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212506,NCGC00257550-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Maybridge
144212508,NCGC00257547-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Maybridge
144212514,NCGC00255305-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Enamine
144212520,NCGC00255703-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212523,NCGC00255895-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212532,NCGC00255955-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212550,NCGC00255715-01,3,5,,,,inconclusive,inconclusive,,,inconclusive agonist,,,LightBiologicals
144212560,NCGC00256053-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212572,NCGC00256029-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212575,NCGC00255466-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212620,NCGC00256143-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144212669,NCGC00255124-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144212708,NCGC00255603-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212709,NCGC00256310-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Acros
144212753,NCGC00255685-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144212756,NCGC00255288-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144212958,NCGC00256728-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144213087,NCGC00256317-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144213318,NCGC00256559-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144213506,NCGC00257051-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144213692,NCGC00257273-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144213787,NCGC00257386-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,TCI
144213790,NCGC00257473-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144213927,NCGC00256715-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,ChemService
144213950,NCGC00257420-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,LightBiologicals
144213955,NCGC00257313-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
144213976,NCGC00090986-03,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,58.4358553,-74.45870642,SIGMA
170464627,NCGC00093976-08,3,5,,,,inconclusive,inconclusive,,,active antagonist,26.60321198,-90.90551463,Sequoia
170464650,NCGC00167475-02,3,5,,,,inconclusive,inconclusive,,,inconclusive agonist,,,Prestwick
170464717,NCGC00022398-05,3,5,,,,inconclusive,inconclusive,,,inactive,,0,"Prestwick Chemical, Inc."
170464843,NCGC00016522-10,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Labotest
170464852,NCGC00015608-11,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Enzo
170464914,NCGC00016806-13,3,5,,,,inconclusive,inconclusive,,,active antagonist,19.57044685,-36.65810419,Microsource
170465048,NCGC00024246-15,3,5,,,,inconclusive,inconclusive,,,active antagonist,14.96008548,-94.41829116,Microsource
170465133,NCGC00016385-08,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Vitas
170465218,NCGC00247735-02,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Selleck
170465366,NCGC00018172-09,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Microsource
170465472,NCGC00169145-02,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Selleck
170465702,NCGC00166298-02,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Prestwick
170465729,NCGC00094819-07,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,26.60321198,-75.70725477,Microsource
170465853,NCGC00016951-05,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Prestwick
170465966,NCGC00179663-03,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Tocris
170465987,NCGC00016764-04,3,5,,,,inconclusive,inconclusive,,,inactive,,0,SIGMA
170466011,NCGC00018100-08,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Enzo
170466069,NCGC00159415-04,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Labotest
170466235,NCGC00160475-02,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Specs
170466248,NCGC00021122-08,3,5,,,,inconclusive,inconclusive,,,inconclusive agonist,,,Microsource
170466392,NCGC00160590-03,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Microsource
170466399,NCGC00013130-04,3,5,,,,inconclusive,inconclusive,,,inconclusive agonist,,,Labotest
170466402,NCGC00016706-07,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,,,Prestwick
170466432,NCGC00161414-03,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Bosche
170466492,NCGC00262953-01,3,5,,,,inconclusive,inconclusive,,,inconclusive antagonist,,,GVK
170466618,NCGC00241104-02,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Selleck
170466785,NCGC00091761-07,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Specs
251919665,NCGC00357181-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Sigma Chemical Company
251919951,NCGC00357221-01,3,5,,,,inconclusive,inconclusive,,,inactive,,0,Sigma Chemical Company
144205501,NCGC00160641-01,1,0,,,,inactive,inactive,,0,inactive,,0,Specs
144206326,NCGC00181294-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206330,NCGC00181301-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206371,NCGC00247671-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206375,NCGC00247674-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206376,NCGC00247675-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206379,NCGC00247677-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206385,NCGC00247683-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206389,NCGC00247686-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206390,NCGC00247687-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206392,NCGC00247689-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206393,NCGC00247690-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206395,NCGC00247692-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206396,NCGC00247693-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206397,NCGC00247694-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206398,NCGC00247695-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206399,NCGC00247696-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206400,NCGC00247697-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206403,NCGC00168269-02,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206405,NCGC00247701-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,RTI
144206411,NCGC00247705-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,38.26009226,79.86938144,RTI
144206412,NCGC00247341-02,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206414,NCGC00247707-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206419,NCGC00247711-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,RTI
144206423,NCGC00247713-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206425,NCGC00168265-02,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206430,NCGC00247351-03,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206431,NCGC00247354-02,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,RTI
