SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
13522	SEMG2	-0.277	0.082	1.308	0.713	0.294
13523		-0.115	0.299	0.602	0.316	0.491
13524	GAN	0.468	-0.009	1.051	0.804	0.551
13525	HCMOGT-1	0.268	0.269	0.316	0.372	0.009
13526		0.549	0.493	0.776	0.618	0.576
13527		1.033	0.806	0.655	0.984	1.128
13528		0.513	-0.011	0.365	0.42	0.414
13529		-0.187	0.102	0.713	0.475	0.475
13530		0.694	-0.087	0.216	0.504	0.421
13531		-0.037	0.052	0.373	0.197	0.069
13532		0.336	-0.449	-0.575	0.201	0.277
13533		-0.033	-0.177	0.427	0.67	0.073
13534	FLJ12122	-0.004	-0.126	0.654	0.714	-0.19
13535		-0.036	0.095	0.755	0.131	-0.129
13536		-0.13	0.006	0.551	0.144	0.127
13537	ST7	0.172	-0.223	0.127	-0.013	-0.3
13538		-0.18	-0.242	0.767	0.765	-0.007
13539		0.029	-0.137	0.387	0.814	0.16
13540		1.04	1.23	1.398	-2.45	-0.712
13541		0.83	2.422	1.175	1.536	0.717
13542		0.426	0.278	0.465	0.329	0.099
13543		-0.047	-0.34	-0.611	-0.299	-0.841
13544		-0.291	0.302	0.566	0.434	-0.304
13545		0.016	0.316	0.356	0.069	0.389
13546		-0.17	0.263	0.694	0.352	0.233
13547		3.406	1.174	1.882	1.166	3.476
13548		0.325	0.035	0.28	0.485	0.044
13549	CAMTA2	0.507	1.12	1.269	1.087	1.641
13550		0.2	0.136	0.553	0.084	-0.016
13551		0.525	0.015	1.071	0.34	0.092
13552		0.165	0.492	0.819	0.654	0.191
13553		0.117	0.292	0.709	0.957	0.417
13554		0.55	0.128	0.186	0.394	0.213
13555	TCEA2	0.124	0.054	0.315	0.359	0.265
13556	CLCNKA	0.051	0.125	0.48	0.413	0.202
13557		0.381	0.236	0.002	0.457	0.215
13558		0.044	0.639	0.398	0.624	0.014
13559		0.167	0.08	0.162	1.447	-0.122
13560		0.373	0.531	0.265	0.343	0.57
13561		0.15	0.248	0.286	-0.052	0.041
13562	NALP2	0.285	0.47	0.452	0.797	0.414
13563	ZNF75A	0.072	0.248	0.922	0.954	0.374
13564		-0.006	0.471	0.912	0.864	0.27
13565		0.291	0.371	0.641	0.781	0.405
13566		0.224	0.279	0.16	0.371	0.222
13567		-0.09	0.53	0.906	0.705	-0.099
13568		-0.107	0.346	0.922	0.684	-0.182
13569	TITF1	0.137	0.682	0.748	0.905	-0.177
13570		0.048	0.913	0.916	0.636	0.269
13571		-0.105	0.837	0.985	0.823	0.024
13572	SSH2	0.16	0.645	0.233	0.443	0.978
13573		-0.023	-0.07	0.499	-0.061	0.056
13574		-0.109	-0.12	0.39	0.188	0.083
13575	FLJ34299	0.187	-0.12	0.149	0.032	-0.177
13576	FLJ34299	0.394	0.02	0.358	0.248	-0.076
13577		0.207	0.033	0.948	0.608	0.465
13578	FLJ20399	-0.005	-0.225	-0.303	-0.283	-0.112
13579		0.948	-0.241	1.102	0.669	0.74
13580	ABLIM1	0.022	0.052	-0.014	-0.35	-0.332
13581		0.185	0.438	0.701	0.306	0.643
13582		-0.003	-0.069	0.242	0.526	-0.18
13583		0.422	0.326	0.374	0.612	0.366
13584		0.309	1.329	1.013	1.089	0
13585		0.236	1.604	0.654	1.68	0.433
13586		0.544	0.307	1.016	0.671	0.671
13587		0.678	0.361	0.033	0.49	0.282
13588		0.127	0.531	1.833	1.037	-0.313
13589		0.33	0.86	2.488	0.612	0.287
13590		1.837	1.926	0.514	1.011	0.016
13591		0.501	0.842	0.905	1.217	0.518
13592		0.162	0.702	0.628	0.969	0.906
13593		0.485	-0.4	2.14	1.487	1.081
13594		1.363	2.152	1.423	1.302	0.768
13595		0.176	1.473	1.497	0.395	0.7
13596		0.975		1.39	1.815	3.187
13597				1	0.762	-1.118
13598				2.202		-1
13599			-0.305			-0.415
13600		-4.248		-0.918		-1
13601		-0.939				
13602			-0.17		-1	
13603		-0.663	-3.222		1.678	
13604			0		2	
13605			0.652		-1.907	-1.778
13606		1.054	1.485	0.807		
13607			1.158			
13608		-0.84		2	-4.392	
13609	UBE3A	0.901	0.757	0.572	0.637	0.762
13610	ADH6	-0.628	-0.401	0.591	0.134	-0.713
13611	RPS4X	0.329	0.264	-0.303	0.092	0.068
13612	RPL10	0.306	0.217	0.318	0.294	-0.082
13613	SNRP70	0.269	0.676	0.533	0.464	0.577
13614	YWHAH	0.306	0.157	0.453	0.634	-0.011
13615		0.466	0.488	0.474	0.334	0.202
13616	TIAL1	0.214	-0.131	0.01	-0.063	-0.233
13617	TBXAS1	-0.301	-0.068	0.553	-0.118	-0.202
13618	CD5	-0.196	-0.281	0.1	0.229	-0.282
13619	SNCA	-0.578	-0.311	0.865	0.244	-0.521
13620	SRD5A1	0.186	0.051	0.461	0.329	0.085
13621	HN1	0.057	-0.121	-0.376	-0.204	-0.464
13622	TDE1	0.891	0.476	0.782	0.815	0.909
13623	PIP5K2B	0.218	0.553	0.518	0.309	0.361
13624	PPARG	0.429	-0.292	0.463	-0.154	-0.106
13625	PNLIPRP1	-0.06	0.005	0.499	0.015	-0.42
13626	PCAF	0.577	0.458	0.501	0.267	0.501
13627	PSMC6	0.135	-0.076	0.049	-0.007	-0.198
13628	PSME2	0.236	-0.096	0.082	0.073	-0.187
13629	PRPSAP1	0.437	0.163	-0.089	-0.02	0.137
13630	PCYT2	0.002	-0.364	-1.029	-0.759	-0.359
13631	NELL1	-0.387	-0.238	0.432	0.01	-0.476
13632	KNSL2	-0.044	0.117	-0.304	-0.085	-0.322
13633	CCR6	-0.327	0.104	0.483	0.178	0.287
13634	KHSRP	-0.072	-0.018	-0.437	-0.262	-0.299
13635	ELF2	0.208	0.141	0.021	0.254	-0.036
13636	UBE2D3	0.17	0.27	0.593	0.568	0.117
13637	DOCK1	-0.107	-0.069	0.322	0.159	-0.11
13638	POLD2	0.11	-0.185	-0.67	-0.317	-0.698
13639	MT1G	-0.109	0.11	0.203	0.213	0.281
13640	AF1Q	-0.43	-0.58	0.099	0.128	-0.191
13641	TERF1	0.306	-0.14	-0.162	-0.068	-0.219
13642	RNPC2	0.607	0.611	0.489	0.81	0.967
13643	SCAMP2	0.339	0.367	0.004	0.313	0.77
13644	CLDN10	-0.971	-0.427	0.105	-0.106	-0.914
13645	DRPLA	0.358	-0.203	-0.15	0.007	0.064
13646	DAF	-0.182	-0.683	0.158	0.199	-0.07
13647	MAP2K1	0.458	0.225	0.093	0.628	0.557
13648	ZNF144	0.177	0.084	-0.333	-0.294	-0.323
13649	XRCC4	-0.08	-0.573	-0.125	-0.103	-0.059
13650	DNMT1	-0.181	0.164	-0.045	0.159	0.109
13651	CLCN4	0.4	0.837	0.44	0.375	0.783
13652	CHS1	-0.213	0.038	0.159	0.343	0.379
13653	CENPE	0.353	-0.48	-1.155	-0.804	-1.071
13654	CDC27	0.002	0.087	0.038	-0.175	-0.23
13655	CTSD	0.856	2.176	1.531	1.98	2.857
13656	CSNK2A1P	0.905	1.274	1.267	0.911	1.276
13657	NEO1	-0.382	-0.058	0.052	-0.353	0.217
13658		-1.678	-0.542	0.889	0.868	-0.177
13659	NK4	0.552	0.058	1.928	3.095	3.218
13660	MX2	0.583	-0.057	0.593	0.818	0.543
13661	MARCKS	-0.211	-0.554	0.354	0.87	0.483
13662	MYL1	0.021	-0.344	-0.033	0.156	-0.075
13663	LDLR	0.252	0.435	1.186	0.885	1.233
13664	APOM	0.039	-0.193	-0.287	0.018	0.146
13665	KRT8	0.809	1.194	0.613	0.519	0.361
13666	KRT19	0.566	0.682	0.387	0.657	0.276
13667	KRT10	0.04	-0.247	-0.098	-0.059	-0.451
13668	KIF5B	0.082	0.098	0.165	-0.159	0.019
13669	DIS3	0.342	0.253	-0.187	0.069	-0.002
13670	PPAP2B	0.008	0.353	0.195	0.044	0.166
13671	COX11	0.255	0.301	0.166	0.262	0.243
13672	HSU79266	0.036	-0.086	-1.289	-0.556	-0.834
13673		0.203	0.178	-0.119	0.096	-0.055
13674	USP2	0.397	0.202	0.426	0.876	0.609
13675	ABCD3	0.405	0.279	0.487	0.852	0.647
13676	RPC62	0.284	0.119	0.063	0.193	-0.034
13677	SPINT2	-0.1	-0.189	-0.349	-0.376	-0.373
13678	HYAL2	0.82	0.439	-0.155	0.316	0.61
13679	ZIM2	-0.195	-0.136	0.101	-0.086	-0.344
13680		0.056	0.29	-0.318	-0.603	-0.353
13681	CYP1B1	-0.085	-0.149	-0.428	-0.314	-0.621
13682	CCNH	0.178	0.172	0.008	-0.098	-0.257
13683	CCNA2	0.517	0.533	-0.059	-0.088	-0.331
13684	CRYAB	-0.065	0.048	0.223	-0.238	-0.32
13685	CRHBP	0.109	0.627	-0.099	-0.842	-0.996
13686	PPBP	0.126	0.125	0.174	0.166	-0.161
13687	COX6C	0.265	-0.157	-0.062	-0.07	-0.377
13688	CSTB	0.303	-0.026	-0.166	0.008	-0.04
13689	HSD11B1	0.199	-0.144	-0.111	0.038	-0.012
13690	COPB2	0.57	0.055	0.143	0.098	0.148
13691	F10	-0.109	-0.081	-0.432	-0.175	-0.106
13692	SSFA2	0.465	-0.01	0.194	0.363	0.403
13693		0.321	0.597	0.87	0.218	0.734
13694		0.133	0.094	0.171	-0.157	-0.117
13695		-0.189	0.312	0.596	0.288	0.484
13696		0.021	0.047	0.615	0.097	-0.021
13697		0.138	-0.282	0.758	0.051	0.286
13698	C21orf45	0.099	-0.111	-0.018	-0.318	-0.703
13699	CHI3L2	0.188	0.032	0.382	0.555	0.902
13700	RYBP	0.661	0.788	0.991	1.185	1.156
13701	MAP3K7	0.763	0.599	0.837	0.758	0.763
13702	LOC140290	-0.515	-0.049	0.437	0.326	-0.516
13703	AGXT2	-0.609	-0.309	-0.712	-0.052	-0.621
13704	FLJ22548	0.476	0.007	0.642	0.823	0.555
13705		-0.138	-0.185	0.427	0.438	-0.178
13706	FLJ22127	0.639	0.862	0.715	0.456	0.714
13707		0.101	0.144	0.379	0.38	0.353
13708	IGJ	0.047	0.239	0.447	0.225	-0.003
13709		-0.182	-0.024	0.122	0.324	-0.253
13710		0.017	0.174	0.558	0.092	-0.339
13711	CTBS	0	0.254	2.691	1.594	-0.048
13712	LOC56990	0.472	0.134	0.29	0.486	-0.044
13713			1.043	2.615	1.69	1.334
13714			1.926	1.459	1.286	2.628
13715	HS6ST1	0.334	-0.162	-0.53	-0.287	-0.34
13716		0.214	0.102	-0.072	-0.043	-0.048
13717		-0.016	0.448	0.712	0.171	0.267
13718		0.139	-0.017	0.458	0.133	-0.253
13719	KIAA0626	-0.04	0.057	0.16	0.053	-0.211
13720		-1.222	1.271	1.085	0.966	0.615
13721		0.185	-0.161	-0.228	-0.534	-0.393
13722		-0.791	-0.279	0.462	0.103	-0.206
13723			0.885	2.089	3.711	1.047
13724			1.881	1.609	1.756	2.202
13725		-0.286	0.075	0.607	0.184	0.08
13726		0.433	0.402	0.587	0.152	-0.415
13727		-0.074	-0.214	0.794	0.819	-0.14
13728		0.19	0.299	0.59	0.361	0.245
13729		-0.789	-0.17	0.335	0.199	-0.043
13730		-1.066	-0.706	0.2	-0.117	-0.254
13731	RINZF	0.122	-0.248	0.459	0.719	0.727
13732	DSC3	-0.213	-0.43	1.007	0.572	-0.067
13733	N4BP1	0.037	-0.163	0.363	-0.223	-0.018
13734	MGC4170	0.72	0.693	0.506	0.337	0.447
13735		-0.299	-0.3	0.708	0.319	-0.183
13736		0.139	-0.02	0.511	0.182	0.392
13737		0.071	0.218	0.634	0.31	0.75
13738	DJ667H12.2	0.345	0.492	0.223	0.209	-0.038
13739		0.284	0.656	0.842	0.669	0.944
13740		0.249	0.088	0.092	-0.079	0.04
13741		-0.055	0.182	0.247	-0.002	0.029
13742	FANCD2	0.009	0.2	0.173	-0.021	-0.305
13743	PRO0132	0.002	0.339	0.348	0.006	0.042
13744	C8orf13	-0.42	-0.16	0.19	0.074	0.253
13745	MGC40053	-0.433	-0.137	0.143	-0.339	-0.253
13746		0.109	-0.099	0.325	0.048	-0.049
13747		0.035	0.151	0.034	0.424	0.477
13748		-0.455	-0.425	-0.261	-0.849	-0.511
13749		-0.484	-0.02	0.494	-0.13	-0.518
13750		-0.079	-0.164	-0.095	-0.513	-0.388
13751		-0.41	-0.054	0.303	0.059	-0.228
13752		-0.285	-0.153	0.414	-0.061	-0.044
13753		0.01	0.073	0.112	-0.403	0.091
13754		-0.12	0.05	0.479	-0.114	-0.308
13755		-0.32	0.338	0.314	0.048	0.017
13756		-0.233	-0.083	0.127	-0.356	0.104
13757		-0.318	-0.054	0.551	-0.018	0.041
13758	FLJ25795	0.354	0.324	0.414	0.119	0.185
13759		-0.789	-0.13	0.267	-0.245	-0.443
13760		-0.771	-0.16	0.293	-0.399	-0.061
13761		0.326	-0.324	-0.077	-0.118	0.028
13762		-1.208	-0.48	-0.026	-0.15	-0.363
13763		0.112	0.612	0.53	0.484	1.232
13764		0.163	-0.084	-0.661	-0.612	-1.13
13765	ITM2B	0.443	-0.013	0	0.136	0.193
13766	OR7E47P	-0.107	0.01	-0.122	-0.217	-0.114
13767		-0.773	-0.617	0.112	-0.318	-0.34
13768	MYST1	0.183	-0.105	-0.191	-0.112	-0.213
13769	ust3	-0.575	-0.286	0.321	-0.015	-0.334
13770		-0.075	0.056	0.282	-0.013	0.039
13771	PLAA	0.401	0.231	-0.03	-0.591	-0.256
13772	MBLL39	0.969	1.129	1.45	1.338	1.731
13773	LOC51000	0.422	-0.029	0.135	0.275	0.389
13774	MRG15	0.334	-0.119	-0.072	-0.028	-0.239
13775	C20orf45	0.546	0.374	0.548	0.501	0.293
13776	FLJ30532	0.502	0.446	0.429	0.522	0.724
13777	MAPK8	-0.058	-0.842	-0.683	-1.112	-1.272
13778	P114-RHO-GEF	0.059	0.128	-0.124	0.186	0.233
13779	ELP3	-0.009	0.021	-0.053	0.08	-0.297
13780	FLJ22169	0.258	0.089	-0.438	0.299	0.498
13781		-0.344	-0.28	-0.059	-0.053	-0.264
13782	FLJ10432	0.205	0.089	-0.708	-0.055	-0.339
13783	ARPP-19	0.165	0.03	0.489	0.223	-0.094
13784	EIF2C2	0.498	0.489	0.623	0.464	0.523
13785	GOLPH2	0.838	-0.251	-0.102	-0.131	-0.068
13786	CLIC4	0.409	-0.037	0.013	0	-0.077
13787	WBSCR20C	0.09	-0.367	-0.641	-0.41	-0.395
13788		0.228	-0.379	-0.399	-0.73	-0.55
13789	EG1	-0.517	-0.14	0.14	-0.44	-0.275
13790		0.135	-0.417	-0.194	-0.057	-0.282
13791		0.279	0.105	0.354	0.28	0.845
13792	LOC51238	0.193	-0.074	-0.168	-0.331	-0.237
13793		-0.182	-0.07	-0.045	0.046	-0.304
13794		-0.206	-0.003	0.27	0.175	-0.234
13795		-0.225	-0.296	0.097	-0.13	-0.137
13796		-0.317	-0.241	-0.118	-0.393	-0.428
13797	MS4A4A	-0.879	-0.415	-0.007	-0.044	-0.57
13798		-0.484	-0.497	-0.04	-0.042	0.066
13799		-0.146	0.039	-0.099	-0.539	-0.551
13800		0.23	0.088	0.294	0.704	0.458
13801	FLJ14779	0.27	0.235	0.277	-0.069	0.085
13802		0.195	-0.072	-0.337	-0.292	-0.482
13803		-0.629	-0.395	0	-0.057	-0.338
13804	PIASX-BETA	0.185	0.039	-0.1	0.341	0.36
13805	RPL37	0.098	0.184	0.252	-0.112	0.181
13806	MGC24995	0.179	-0.126	0.294	0.125	-0.033
13807		0.478	-0.062	0.147	-0.383	-0.15
13808	ST3GALVI	-0.535	-0.31	0.072	-0.118	-0.624
13809	PPP3CA	0.201	0.014	-0.051	-0.327	-0.214
13810		-1.092	-0.401	0.116	-0.074	-0.725
13811	IRA1	0.785	0.768	0.746	0.494	0.73
13812		-0.205	-0.356	-0.043	-0.123	-0.317
13813	ARHGAP5	0.256	0.108	0.161	0.361	0.385
13814		0.056	0.184	-0.671	-0.111	-0.037
13815		-0.113	0.46	0.02	-0.117	-0.041
13816		0.08	-0.122	0.106	-0.041	-0.201
13817	TUSP	-0.042	-0.17	0.396	-0.281	0.072
13818	PPP2CA	-0.031	-0.008	0.222	-0.178	-0.19
13819		-0.102	-0.124	1.721	1.287	0.914
13820	PRKRIR	0.543	0.418	0.488	0.23	0.104
13821		-0.262	-0.118	0.4	-0.121	-0.07
13822	FLJ32731	0.812	0.44	0.583	0.685	0.934
13823	MRPS15	-0.847	-0.549	0.111	-0.316	-0.325
13824		0.248	0.044	-0.154	-0.039	-0.161
13825		-0.988	-0.128	0.073	0.307	-0.619
13826	KCNJ16	-0.288	-0.021	0.28	-0.329	-0.116
13827	SLC11A2	-0.289	0.006	0.196	0.293	-0.064
13828	FLJ14871	0.474	0.506	-0.164	0.551	0.73
13829	MDS031	0.217	0.014	0.242	0.167	-0.103
13830		0.251	-0.046	-0.069	-0.03	0.215
13831		0.099	0.105	-0.027	-0.459	0.121
13832	FLJ21404	0.962	1.016	1.059	0.905	1.621
13833	PRSS16	0.251	0.344	0.438	0.487	0.473
13834	DKFZp762L0311	0.146	0.144	-0.087	-0.756	-0.757
13835	SEMA6C	-0.346	-0.144	0.073	0.203	-0.103
13836	STK38L	0.237	0.109	0.994	1.029	0.79
13837		-0.109	-0.157	0.334	0.187	0.027
13838		-0.041	-0.134	0.078	-0.245	-0.268
13839	KIAA1078	0.829	0.728	0.74	0.638	0.607
13840	MGC41924	-0.449	-0.355	0.519	0.895	0.316
13841	MYO5A	-0.445	0.369	0.227	0.112	0.085
13842		0.191	0.11	0.211	0.194	0.013
13843		0.189	-0.036	0.055	-0.198	-0.392
13844		0.147	0.377	0.432	0.068	0.374
13845		0.253	0.126	0.85	0.556	0.694
13846		0.29	-0.261	-0.099	-0.542	-0.459
13847	MGC13047	-0.061	-0.296	0.33	0.106	-0.341
13848	FATE	-0.11	-0.232	0.457	0.152	-0.246
13849		0.066	-0.085	0.146	-0.054	-0.248
13850	DDX34	0.236	0.231	-0.193	0.018	0.093
13851	KIAA0781	0.292	-0.083	-0.121	0.339	0.227
13852		0.111	-0.167	0.582	-0.112	-0.203
13853	RABEX5	0.156	-0.153	-0.206	-0.095	-0.08
13854	KATNB1	0.415	0.271	-0.18	-0.054	-0.17
13855	FLJ30532	0.273	0.129	0.396	0.624	0.305
13856	WTAP	0.107	-0.15	0.216	-0.179	-0.448
13857	ARFGEF2	0.675	0.448	0.42	0.256	0.59
13858		0.538	0.225	-0.221	0.259	0.044
13859	FLJ14668	0.361	0.197	-0.197	-0.426	-0.571
13860	ZF	0.567	-0.289	0.283	0.169	0.286
13861	SERPINA1	0.559	-0.553	-0.345	-0.494	-0.205
13862	PTBP1	0.486	0.563	-0.059	0.39	-0.004
13863	PDGFA	0.228	0.024	0.955	0.982	1.325
13864	PLS1	0.522	0.239	0.193	0.425	0.493
13865	PHKG2	0.347	-0.032	-0.132	-0.117	-0.004
13866	PMM2	0.353	0.038	-0.373	-0.213	-0.14
13867	NF2	-0.272	-0.131	0.058	-0.177	-0.377
13868	SLC10A1	-0.17	-0.085	0.086	-0.085	-0.304
13869	GNLY	0.139	0.043	0.755	0.123	-0.145
13870	ARD1	0.318	-0.013	-0.44	-0.007	-0.509
13871	NUDT1	0.277	0.049	-0.135	0.004	-0.408
13872	MDM2	0.378	0.086	0.264	0.044	-0.001
13873	CART1	0.01	-0.359	0.351	0.373	-0.49
13874	CALM3	0.354	0.13	0.436	0.559	0.39
13875	BTN2A2	0.467	0.247	0.64	0.787	0.634
13876	ITGB3BP	0.03	-0.1	0.114	-0.278	-0.898
13877	GTF2H2	0.282	0.163	0.058	0.024	-0.231
13878	POR1	0.42	0.297	0.33	0.124	0.123
13879	PMS2L2	0.313	0.371	0.532	0.436	0.389
13880	MGC17330	-0.118	0.19	0.349	0.314	1.01
13881	SIGLEC5	-0.095	-0.034	0.201	-0.027	-0.255
13882	CEBPD	0.104	-0.193	-0.015	0.048	0.034
13883	NSF	0.442	0.263	0.096	0.112	0.18
13884	MAP2K5	-0.052	-0.085	-0.199	0.26	0.259
13885	BS69	0.35	0.213	-0.135	0.214	0.164
13886	ACLY	0.292	0.042	0.038	0.008	0.029
13887	SNPH	0.354	0.024	-0.307	0.051	-0.12
13888	M11S1	1.099	0.881	0.425	0.648	0.672
13889	TLX1	-0.105	0.219	0.825	0.323	-0.055
13890	GARP	-0.616	-0.383	1.126	0.416	-0.341
13891	NR3C1	0.259	0.007	0.195	0.216	0.059
13892	GRP	-0.204	0.13	0.818	0.738	-0.494
13893	CXCL1	-0.069	1.062	2.705	2.074	2.735
13894	CGA	-0.971	-0.025	0.663	0.049	-0.612
13895	QARS	0.246	-0.052	-0.107	-0.128	-0.409
13896	IFI30	0.203	-0.558	-0.553	-0.316	-0.605
13897	FACL6	-0.255	0.066	0.614	-0.225	-0.788
13898	LOC92033	0.438	-0.173	-0.146	-0.154	-0.401
13899	C12orf10	0.391	0.202	-0.314	0.115	-0.056
13900	SLC12A4	0.787	0.749	0.691	0.952	1.126
13901	AP1G2	0.642	0.305	0.064	0.421	0.525
13902	ETFB	0.591	-0.286	-0.122	0.405	0.306
13903		0.518	0.141	-0.212	0.018	0.2
13904		0.351	-0.072	-0.008	-0.099	-0.18
13905		0.527	0.682	0.627	0.503	0.554
13906		0.318	0.215	0.544	0.424	0.378
13907		0.023	0.03	0.553	0.138	0.156
13908	FLJ14936	0.143	-0.03	0.125	-0.122	-0.574
13909	KIAA1232	0.138	0.204	0.39	0.356	0.323
13910	ZNF211	0.196	0.139	0.459	0.374	0.231
13911	LOC51605	0.027	0.19	0.343	-0.034	-0.079
13912	MAPRE1	0.432	0.24	0.77	0.828	0.223
13913	ARTS-1	-0.463	-0.776	0.195	-1.512	0.441
13914	FLJ11101	-0.238	-0.132	-0.323	-0.156	-0.428
13915	TGM3	0.221	-0.327	0.001	0.087	0.254
13916	WWP1	0.079	-0.01	0.044	-0.159	0.251
13917	HTR2B	-1.722	-0.426	1.07	0.311	0.311
13918	HSPB2	-0.007	0.099	0.357	-0.3	-0.446
13919	FLJ20195	-0.192	-0.135	0.15	-0.089	0.043
13920	TRG@	-1.517	-0.308	1.192	0.356	-0.53
13921		0.401	-0.153	0.045	-0.39	-0.272
13922		0.244	0.069	0.506	-0.283	-0.474
13923	UCHL1	-0.737	-0.305	1.316	0.281	-0.691
13924	FLJ20125	0.059	0.192	0.393	0.427	0.251
13925	ADPRTL2	0.06	-0.098	-0.149	0.008	-0.586
13926		-0.755	-0.139	0.367	-0.11	-0.405
13927	DGKI	-0.842	0.589	1.016	0.32	-0.27
13928		-1.282	0.045	0.31	0.392	-0.382
13929	KIAA0649	0.302	0.325	-0.118	0.409	0.463
13930	FLJ10052	0.39	0.281	0.143	-0.239	-0.29
13931	CCRK	0.062	0.139	0.051	0.147	-0.205
13932		-1.532	-0.628	-0.385	0.492	-0.352
13933	NPTX2	0.113	-0.127	0.137	-0.02	-0.367
13934	NCL	0.627	0.724	0.343	-0.045	-0.178
13935	MYL2	-0.123	0.227	0.53	0.565	-0.024
13936	MMP13	-0.32	0.132	1.34	0.284	-0.465
13937	MDH1	0.487	0.143	0.289	0.022	-0.006
13938	KRT6A	0.176	-0.003	-0.433	0.033	-0.552
13939	LGALS3BP	0.332	0.066	-0.235	0.271	0.448
13940	GNL1	0.586	0.345	0.321	0.232	0.205
13941	EIF3S6	0.246	-0.281	-0.144	-0.268	-0.487
13942	PPID	0.686	0.139	0.318	0.426	0.265
13943	B7	0.146	0.062	0.318	0.395	0.233
13944	API5	0.561	0.248	0.277	0.164	0.054
13945	RHOBTB3	0.73	0.718	0.923	0.754	0.391
13946	FBXO8	0.607	0.34	0.595	0.892	0.534
13947	ANKRA2	0.114	-0.322	-0.619	-0.291	-0.522
13948		0.247	-0.035	0.294	0.218	0.075
13949		-0.161	0.307	0.774	0.929	-0.892
13950	GOLGA6	0.269	0.241	0.543	0.556	0.469
13951	AMACR	0.032	-0.093	0.204	0.23	0.178
13952		-0.083	0.03	0.527	0.202	0.005
13953	SLC30A1	0.421	0.27	-0.068	-0.037	-0.134
13954	FLJ38281	-0.329	0.04	0.745	0.44	-0.034
13955	SFPQ	0.103	0.212	0.492	0.258	-0.386
13956	AKAP13	0.423	-0.223	-0.016	0.375	0.396
13957		-0.112	-0.08	0.519	-0.025	-0.184
13958		0.228	0.614	0.814	0.583	0.666
13959		-0.039	0.087	0.424	-0.193	-0.12
13960		-0.129	0.183	0.387	-0.024	-0.224
13961	C16orf7	0.225	0.464	0.202	1.011	1.221
13962		0.208	0.084	0.265	-0.011	-0.368
13963	CAMK2A	0.097	0.004	0.171	0.205	-0.057
13964	FLJ38564	0.32	0.092	0.249	0.546	0.437
13965		-0.107	0.179	0.418	0.568	0.277
13966	POV1	-0.575	-0.086	0.166	0.44	0.148
13967	ERO1-L(BETA)	0.334	0.099	0.271	0.179	-0.151
13968		-0.481	-0.055	0.11	0.379	-0.414
13969	RAD17	0.67	0.379	0.465	0.605	0.503
13970	MAF1	0.367	-0.059	-0.721	0.072	0.168
13971	FLJ10904	0.435	0.102	0.137	0.398	0.153
13972		0.116	0.119	0.16	0.077	-0.122
13973		0.445	-0.263	0.404	0.424	0.428
13974		-0.252	-0.025	1.153	0.391	-0.228
13975		0.14	-0.21	-0.412	-0.566	-0.287
13976	KIAA0729	0.387	-0.081	0.074	0.073	0.011
13977		0.056	0.052	0.103	0.27	-0.04
13978	SP329	0.379	0.054	-0.357	-0.066	-0.15
13979	LOC51092	0.211	-0.185	0.104	0.641	0.678
13980		0.661	0.277	0.278	0.332	0.464
13981		-1.195	-0.518	-0.114	-0.569	-0.414
13982		-0.14	0.015	0.148	-0.185	-0.063
13983		-0.747	-0.487	-0.269	-0.364	-0.395
13984	EIF3S6	-0.488	-0.187	-0.229	-0.491	-0.624
13985		-2.087	-0.695	-0.676	-0.937	-1.144
13986		0.846	-0.082	0.136	0.432	0.882
13987		-0.581	-0.197	0.216	-0.11	-0.207
13988	SLC2A10	0.255	0.148	0.074	0.021	0.462
13989		-1.811	-0.723	-0.311	-1.065	-0.968
13990	PELI2	-0.167	-0.161	-0.331	-0.381	-0.158
13991	SFXN2	0.006	0.046	-0.2	-0.129	-0.405
13992		-0.457	-0.215	-0.21	-0.195	-0.169
13993		-1.678	-1.225	-0.137	-0.57	-0.787
13994		-0.143	0.46	0.563	0.559	-0.386
13995		-0.166	0.124	0.12	0.166	-0.209
13996		-0.625	0.046	0.134	-0.353	-0.433
13997	HS747E2A	-1.13	-0.016	-0.788	0.075	-0.273
13998	CPM	-0.46	-0.082	-0.047	-0.356	-0.414
13999	FLJ39514	-0.1	0.129	0.183	-0.345	-0.544
14000		-0.236	0.033	0.044	-0.261	-0.1
14001		-1.149	-0.167	0.545	0.159	-0.118
14002	FLJ23305	-0.155	-0.33	-0.291	-0.769	-0.836
14003	SCGB3A2	-0.896	-0.67	0.12	-0.101	-0.313
14004		-0.542	-0.23	0.207	-0.193	-0.293
14005		-1.089	-0.469	0.302	0.184	-0.544
14006		-0.394	0.053	0.224	-0.098	-0.036
14007	STX7	0.083	-0.142	0.106	0.512	0.204
14008		-0.402	-0.326	0.424		-0.247
14009	AOX2	-0.234	0.301	0.882	-0.467	0.221
14010		-0.178	0.111	0.273	0.1	-0.37
14011		0.062	-0.046	-0.02	-0.06	-0.224
14012		-0.17	-0.099	0.241	-0.018	-0.125
14013		0.68	0.196	0.12	-0.001	0.123
14014		-0.502	0.216	0.348	0.242	-0.175
14015		0.3	0.27	0.398	0.29	-0.118
14016		0.192	0.048	-0.069	-0.464	-0.598
14017	DKFZP564O1863	0.816	0.364	0.496	0.632	0.631
14018		0.284	0.035	0.075	0.024	0.036
14019		-0.92	-0.623	-0.3	-0.498	-0.847
14020		-0.749	-0.483	-0.291	-0.876	-0.441
