SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
14850		0.03	-0.109	0.159	-0.219	0.15
14851	FLJ13657	0.43	0.441	0.254	0.478	0.325
14852	CYLD	0.256	0.202	1.046	1.696	0.629
14853		0.335	0.059	0.114	0.09	0.148
14854		-0.235	0.163	-0.37	-0.256	-0.006
14855		-1.163	-0.348	-0.114	-0.081	0.007
14856	IDI1	0.141	0.118	0.149	0.013	0.147
14857	FLJ12619	0.409	0.008	0.363	0.77	0.244
14858	SENP8	0.273	-0.018	-0.009	0.144	0.086
14859	KIAA0265	0.062	0.19	-0.012	0.253	-0.187
14860	C17orf31	0.156	0.102	-0.087	-0.058	0.045
14861	LOC113444	0.183	0.27	0.189	0.241	0.18
14862		0.025	-0.084	0.05	0.006	0.026
14863	FLJ22938	-0.096	-0.099	-0.03	-0.214	0.057
14864	RIPK1	0.305	0.224	0.271	-0.06	0.022
14865	DKFZP434A0225	0.394	0.263	0.3	0.718	0.383
14866	CHEK1	-0.002	-0.01	0.197	0.091	0.203
14867		0.067	-0.262	-0.408	0.099	-0.193
14868	NBS1	0.146	0.369	0.234	0.516	0.273
14869	LOC91893	0.439	0.376	-0.143	-0.078	0.369
14870	CECR5	0.119	0.085	-0.259	-0.394	0.046
14871		0.291	0.245	0.319	0.098	0.369
14872		0.201	0.115	0.571	0.711	0.266
14873		0.481	0.885	0.807	0.698	0.718
14874		0.827	0.733	0.798	0.642	0.911
14875	HSPC166	0.24	0.399	0.104	0.124	0.075
14876		-0.424	-0.106	0.084	0.1	0.283
14877	CYP1B1	-0.619	-0.007	-0.073	0.103	0.175
14878		-0.285	-0.208	0.058	-0.23	-0.021
14879	DKFZP564D0462	0.517	0.271	0.297	0.911	0.674
14880	C21orf86	0.452	0.342	0.299	0.389	0.692
14881	DKFZp667O2416	-0.827	-0.045	0.037	-0.207	0.049
14882		-0.917	-0.56	-0.061	-0.048	-0.428
14883		-1.265	-0.408	-0.334	-0.334	0.167
14884		-1.078	0.223	-0.092	-0.384	0.552
14885		-1.331	0.082	0.164	0.298	0.192
14886		-1.553	0.359	0.053	0.272	0.264
14887		-2.742	-0.369	-0.142	-0.245	-0.186
14888		-0.098	0.161	0.082	0.537	0.053
14889	FLJ33918	-0.498	0.06	0.34	0.697	-0.049
14890	NPR1	-0.114	0.124	0.348	0.724	0.206
14891		-0.389	0.075	0.04	-0.006	0.082
14892		0.26	0.077	0.089	0.381	0.101
14893	GHR	-1.487	-0.409	0	-0.051	0.222
14894	CLTCL1	-0.433	-0.048	-0.299	-0.478	0.093
14895	ARFD1	0.294	0.422	0.528	0.737	0.154
14896	HEXA	0.252	0.103	-0.161	0.002	0.113
14897			0.08	-0.136	-0.011	0.204
14898	MTHFS	0.208	0.266	-0.002	0.147	-0.126
14899	DUSP2	-0.117	0.77	1.341	0.111	-0.025
14900	LIN7A	-0.116	-1.311	-0.101	-0.061	0.239
14901	NCAM2	-0.069	0.052	0.186	0.434	0.165
14902	SOD3	0.085	-1.428	-0.813	0.725	0.319
14903	STK18	0.078	0.196	0.003	0.328	-0.079
14904	ACRV1	-1.082	3.119		1.09	3.18
14905	ZNF297B	0.088	-0.013	0.74	0.369	0.561
14906	TCOF1	0.222	0.479	0.014	-0.288	-0.089
14907	PSMD3	0.159	0.397	-0.068	-0.225	0.194
14908	ZFHX1B	-0.061	-0.256	0.299	0.452	0.299
14909	LOC81691	-0.019	0.141	0.045	0.059	0.375
14910	MIC2L1	0.744	2.454		0.874	2.087
14911	D10S170	0.595	0.92	0.64	0.949	0.603
14912	LAMB2	0.407	-0.171	-0.24	-0.216	0.211
14913	SLAM	-0.52	-0.075	0.297	0.227	0.047
14914	NCF4	-0.588	-0.132	0.045	-0.113	0.238
14915	ECHS1	0.809	0.426	0.278	0.221	-0.165
14916	ABCG1	-2.183	0.166	0.363	0.107	0.178
14917	FLJ10468	0.045	0.612	-0.192	-0.097	-0.15
14918	SLC38A4	0.573	-0.243	0.053	0.029	0.141
14919		0.734	-0.262	0.098	0	0.113
14920	HPS4	0.175	0.316	-0.137	-0.231	0.123
14921	C11orf23	-0.023	0.394	0.229	0.138	-0.135
14922		-0.188	-0.164	-0.106	0.047	0.028
14923	SDCCAG33	-0.611	-0.031	-0.289	0.103	-0.039
14924	FLJ12229	1.651	-0.1	0.08	-0.132	0.188
14925		0.134	-0.13	0.032	-0.112	0.286
14926		0.102	0.078	0.083	-0.169	0.231
14927		0.472	0.641	0.562	0.378	0.6
14928	SFRS11	0.348	0.379	0.073	0.157	-0.102
14929	TP53BP1	-0.328	-0.409	-0.286	-0.334	0.363
14930		0.162	0.195	-0.158	0.272	0.216
14931	HEPH	-0.212	-0.135	-0.086	-0.055	0.101
14932	ERO1-L(BETA)		-0.43	0.065	-0.102	-0.769
14933			0.416	0.015	0.081	0.27
14934	BCAA		-0.43	0.422	0.199	0.455
14935			-1.069	-0.154	-0.329	-0.324
14936	EIF2B2	0.125	0.392	0.34	0.438	0.042
14937		3.348	1.089	0.731	1.026	0.819
14938		-0.062	-0.119	-0.108	-0.197	0.116
14939		-0.401	0.209	0.011	-0.089	0.143
14940		0.024	0.094	0.279	0.454	0.232
14941	FBLN1	-0.186	0.079	0.273	0.196	-0.167
14942	ADAMTS1	0.131	0.006	0.115	0.028	0.132
14943	PRLR	0.192	-0.349	0.476	-0.103	0.231
14944	FABP4	-2.399	-0.354	0.201	0.228	0.213
14945		0.53	0.353	0.89	1.177	0.963
14946	MYCN		1.616		0.681	2.285
14947	TXNIP	-0.417	0.544	0.005	1.81	0.745
14948	SDC2	0.428	0.412	0.612	0.481	0.472
14949	HR	0.519	0.317	0.337	0.467	0.43
14950	MMP7	0.219	0.159	1.819	2.071	0.768
14951	ITGB8	0.077	0.103	-0.559	-0.531	-0.396
14952	MYC	0.415	0.627	0.211	0.018	0.119
14953		4.588	2.793		1.614	3.879
14954		0.914	3.28		2.059	1.476
14955		-2.567	0.459	3.663	1.816	0.773
14956						
14957		0.744	2.68	1.468	1.388	3.392
14958						
14959					1.802	
14960				1.893	1.585	-0.058
14961						
14962					1.737	2.441
14963		-0.076	2.567	5.087		
14964		1.342	1.18	0.163	0.485	0.542
14965		-0.312	-0.192	0.143	-0.103	0.046
14966	CHDH	0.255	0.179	0.496	0.587	0.065
14967		-2.339	-0.262	0.305	-0.114	-1.249
14968		0.113	0.388	0.565	0.926	0.653
14969	FZD4	-0.649	-0.012	0.097	-0.105	0.143
14970	TTTY14	-0.605	-0.251	-0.102	0.131	0.197
14971			-0.443	0.072	0.089	-0.157
14972			-0.027	0.265	0.061	0.051
14973			0.127	0.162	-0.044	0.2
14974	PPP1R13B		0.178	0.441	0.148	0.496
14975			0.133	1.097	0.308	0.451
14976	PPP1R13B		0.147	0.156	0.075	0.015
14977		0.973	0.166	0.121	0.238	-0.085
14978	FLJ20898		0.02	-0.04	0.115	0.084
14979			0.424	0.308	0.136	0.09
14980		3.642	0.346	0.395	0.099	0.389
14981		-0.109	-0.398	-0.042	0.048	0.182
14982		-0.078	0.05	-0.044	-0.11	0.155
14983		-0.633	0.554	-0.228	-0.136	0.148
14984		0.134	-0.102	-0.027	-0.207	0.147
14985	SLC22A12	0.268	-0.119	-0.039	0.11	0.171
14986		0.275	0.186	0.179	-0.103	0.546
14987		0.08	0.176	0.058	0.048	0.17
14988	DGUOK	0.21	0.482	0.228	0.339	0.091
14989		0.468	0.253	0.118	0.096	0.222
14990		0.108	0.136	-0.068	0.096	0.116
14991	ASCL1	0.167	0.224	0.285	0.624	-0.136
14992		-0.079	-0.038	0.024	0.066	0.344
14993	LCP	0.138	0.027	-0.378	-0.324	-0.385
14994	LOC51112	0.406	-0.224	0.376	-0.048	0.226
14995	IFNGR2	0.369	0.274	0.9	0.822	0.451
14996	CETN3	-0.007	-0.441	0.022	-0.108	0.086
14997		-0.184	-0.312	0.067	-0.147	0.306
14998		-0.36	-0.101	0.305	0.148	0.487
14999		-0.742	-0.047	0.263	0.122	-0.139
15000		-0.285	-0.09	0.145	0.197	-0.091
15001	FZR1	0.126	0.308	0.278	-0.029	0.453
15002	KYNU	0.259	-0.247	0.283	0.237	0.67
15003		-0.043	-0.077	0.281	-0.076	0.071
15004		-0.313	-0.08	0.346	-0.032	-0.201
15005		0.208	-0.02	0.269	0.206	0.241
15006		0.21	-0.287	0.048	-0.038	-0.074
15007		0.084	0.141	0.035	0.258	0.21
15008		0.525	0.578	0.81	0.802	0.584
15009		-0.047	0.553	0.258	0.285	0.427
15010		0.138	0.229	-0.026	0.007	-0.847
15011		0.419	0.55	0.117	0.026	-0.804
15012		0.204	0.245	-0.111	0.534	-2.708
15013		0.058	-0.047	0.212	0.186	0.424
15014		-0.125	0.068	-0.023	-0.28	0.438
15015		-0.125	-0.046	0.083	-0.456	0.331
15016		-0.118	-0.111	-0.034	-0.094	0.302
15017	BMPR1B	0.176	0.19	0.208	-0.135	0.55
15018		-0.399	0.07	0.113	-0.071	0.133
15019		0.124	0.077	-0.244	-0.09	0.093
15020		0.108	0.019	0.207	-0.044	0.138
15021		-0.014	-0.262	-0.278	-0.205	0.397
15022		0.092	-0.183	-0.31	-0.387	0.08
15023		-0.002	0.204	0.148	0.122	-0.207
15024		0.547	-0.142	0.129	0.153	0.169
15025	RoXaN	0.234	0.072	0.002	-0.26	0.31
15026	CRTAC1	0.166	-0.288	0.161	0.257	0.272
15027		0.126	-0.156	0.193	0.12	0.317
15028	FLJ20276	0.152	0.289	-0.225	0.2	0.009
15029	DDX37	0.434	0.376	0.094	-0.407	0.356
15030		1.033	1.453	0.774	1.862	1.01
15031	MUC5B	0.149	0.038	0.195	-0.027	0.209
15032	FLJ12443	-0.036	1.447	1.215	1.746	0.615
15033		0.024	-0.279	0	0.123	-0.246
15034	MUC6	0.211	0.455	0.645	0.614	0.363
15035		0.021	0.091	0.31	0.059	0.094
15036		-0.469	-0.256	0.289	0.055	0.092
15037		0.311	0.202	-0.007	0.014	0.352
15038		0.967	1.956	0.812	1.379	1.077
15039	RPL18A	0.023	0.356	0.04	0.282	1.13
15040		0.036	-0.011	0.212	0.011	0.668
15041		-0.119	-0.067	0.094	0.047	0.281
15042		-0.39	0.034	-0.031	0.208	0.44
15043		-0.169	0.513	0.26	0.413	0.682
15044		0.176	-0.099	0.034	-0.157	0.703
15045	KLK3	0.045	0.14	0.312	-0.052	0.107
15046		0.517	0.072	0.387	1.735	1.128
15047		1.069		0.468	1.198	1.161
15048		-0.202	-0.135	0.237	-0.249	0.387
15049		0.236	0.364	-0.114	0.352	0.576
15050		0.177	0.056	0.126	0.086	0.281
15051		0.668	1.155	1.987	1.263	0.919
15052		-0.338	-0.042	0.322	0.134	0.699
15053		-0.005	-0.077	0.22	0.265	0.251
15054		-0.038	-0.2	0.115	0.141	0.372
15055		-0.017	-0.153	-0.085	-0.183	0.355
15056		-0.436	0.193	0.237	0.066	0.298
15057		0.328	0.135	-0.049	0.153	0.342
15058		0.098	-0.204	0.237	-0.257	-0.666
15059	PLEC1	0.179	0.263	0.789	0.581	0.762
15060		1.634	1.483	-0.331	1.098	2.02
15061	HLA-F	0.29	-0.37	0.559	0.225	0.392
15062		-0.15	-0.356	0.365	0.066	0.363
15063		0.42	0.212	0.738	0.722	0.545
15064		0.129	0.155	0.308	0.516	0.247
15065	FLJ32780	0.128	0.033	0.081	0.028	0.618
15066		-0.101	-0.16	0.025	-0.158	0.26
15067		0.133	-0.152	-0.102	0.045	0.213
15068		0.186	0.096	0.097	0.341	0.773
15069		-0.096	-0.01	0.18	-0.335	0.063
15070		0.071	0.068	0.083	-0.226	0.4
15071		0.124	1.161	0.962	0.421	0.32
15072		0.458	0.166	0.247	0.269	0.644
15073	RTN4R	0.222	0.14	0.221	-0.135	0.044
15074	FLJ22222	0.396	0.583	0.504	0.655	0.405
15075		0.115	0.218	-0.132	0.196	0.269
15076		0.813	0.233	0.048	0.655	-0.494
15077	LOC89894	0.306	0.537	0.196	0.28	0.31
15078		0.307	-0.035	-0.13	0.069	0.014
15079		0.064	0.108	0.073	0.152	-0.102
15080		-0.206	0.033	0.101	0.482	0.635
15081	IL11RA	0.167	-0.076	0.032	0.101	0.247
15082		0.179	0.246	0.368	0.482	0.205
15083		0.536	0.757	0.347	0.299	0.377
15084		0.186	0.373	0.381	0.426	-0.074
15085		0.029	-0.125	0.082	-0.117	0.227
15086		-0.25	-0.237	-0.015	-0.01	0.328
15087		0.064	0.153	0.225	0.298	0.135
15088		0.154	-0.085	0.353	0.402	0.265
15089		0.257	-0.112	0.204	-0.108	0.217
15090		0.044	-0.396	0.209	-0.149	0.319
15091		-0.067	0.039	0.002	0.278	0.257
15092		0.236	0.144	0.164	0.122	0.119
15093		0.019	-0.076	-0.092	-0.088	0.387
15094		0.778	0.703	0.558	0.826	0.563
15095		-0.032	0.168	0.351	0.108	0.179
15096		-0.204	0.262	0.333	-0.273	0.584
15097		0.852	1.123	0.363	1.327	1.087
15098		0.367	0.511	1.094	1.319	1.995
15099		-0.143	1.731	0.476	0.629	0.624
15100		0.535	1.052	1.415	1.171	0.582
15101		1.104	0.774	0.475	1.432	1.268
15102		1.945	0.697	0.096	1.54	0.433
15103		0.709		1.569	0.719	-1.175
15104		0.265	2.575	1.295	1.566	-1.763
15105		-1.42	2.894	1.163	1.607	0.603
15106		1.219		1.138	1.289	0.915
15107		0.634	-0.134	1.446	0.836	0.803
15108		0.469	1.813	1.542	2.499	-0.656
15109			1.418	1.29	0.585	
15110				-2.807	1.181	
15111			0.94	-0.547		-0.71
15112				0		-2.907
15113						
15114			2.584		0	-2.135
15115		-1.25	-1.697			-0.927
15116		0.335	-0.627		-2.663	
15117						-0.585
15118						
15119			-1.112		-2.907	0.469
15120		1.764	-1.167	0.926		0.308
15121	ID2	0.501	0.215	-0.512	-0.233	-0.518
15122	INDO	0.203	0.344	-0.104	-0.036	-0.205
15123	IL1R2	-0.109	-0.224	-0.186	-0.295	-0.334
15124	CASP1	-0.609	-0.671	-0.347	-0.556	-0.253
15125	GBP2	-1.136	-0.735	-0.36	-0.386	0.041
15126	ITIH2	-0.415	-0.538	-0.411	-0.501	-0.468
15127	OXCT	0.108	0.061	0.225	0.592	0.265
15128	STC1	-0.469	-0.432	-0.244	-0.113	-0.26
15129	SLC17A2	-0.578	-0.166	-0.353	-0.222	-0.342
15130	RAB9A	-0.118	-0.086	0.585	0.815	0.178
15131	SR-BP1	0.212	0.192	-0.169	-0.623	-0.59
15132	HADH2	0.068	0.096	0.008	-0.092	-0.452
15133	CPT2	-0.318	-0.285	-0.503	-0.438	-0.497
15134	CAPZA2	-0.021	-0.557	-0.294	-0.169	0.199
15135	H_GS165L15.1	-0.08	-0.07	1.078	1.725	1.068
15136	YES1	0.241	0.298	0.294	0.462	0.137
15137	BTN2A1	0.137	0.116	0.182	0.442	0.275
15138	ESR1	0.15	0.275	0.203	0.317	0.566
15139	SMARCD3	0.248	0.159	-0.209	-0.475	-0.326
15140	SMARCC2	0.278	0.112	-0.274	-0.325	0.087
15141	SAH	-0.129	-0.036	-0.285	-0.117	-0.46
15142	RRAD	0.071	-0.049	0.022	-0.09	-0.152
15143	CUGBP1	0.141	0.028	0.145	0.103	0.263
15144	RXRG	0.238	0.192	-0.128	-0.191	-0.001
15145	GYPA	-0.911	-1.16	-0.684	-0.476	-0.523
15146	GYS1	0.321	0.255	0.048	-0.036	0.698
15147	GSTP1	0.312	0.323	0.343	0.296	0.379
15148	GSTT2	-0.331	-0.417	-0.357	-0.319	-0.393
15149	GSTM3	0.066	0.249	-0.038	0.463	-0.03
15150		-0.375	0.071	-0.406	-0.155	-0.54
15151	FMO5	-0.617	-0.406	-0.725	-0.595	-0.211
15152	FMOD	-0.041	-0.874	-0.678	-0.553	-0.605
15153	FGFR2	0.113	0.031	-0.286	0.046	-0.31
15154	FBN2	-0.382	-0.455	-0.265	-0.547	-0.403
15155	FECH	-0.272	0.259	0.055	-0.242	-0.056
15156	FOLR2	-0.632	-0.597	-0.483	-0.714	-0.334
15157		0.149	0.295	-0.002	-0.152	0.081
15158	RPS6KB1	0.125	0.069	0.057	0.124	-0.231
15159	RBBP2	-0.115	-0.149	-0.16	0.114	-0.088
15160	IQGAP1	0.118	0.172	0.161	0.533	0.149
15161	RAB6A	0.28	0.28	0.375	0.434	0.016
15162	NQO2	0.04	0.122	-0.181	-0.105	-0.138
15163	PDGFB	0.143	0.092	1.38	2.018	2.112
15164	SERPINB2	-0.368	-0.142	2.776	3.254	1.576
15165	PRPS2	0.105	0.235	0.165	0.326	-0.344
15166	PLN	0.783	0.175	0.144	0.432	0.613
15167	PGM1	0.594	0.211	0.051	-0.076	0.218
15168	PDE6G	-0.153	-0.363	-0.045	-0.13	-0.119
15169	KIAA0097	0.238	0.417	0.08	0.356	0.031
15170	KIAA0090	0.332	0.041	-0.064	0.111	-0.092
15171	G2AN	0.246	-0.06	-0.056	-0.049	0.046
15172	KIAA0084	-0.025	0.04	-0.286	-0.083	-0.422
15173	SYT11	-0.698	-0.928	-0.508	-0.649	-0.77
15174	PA200	0.161	0.175	0.077	0.459	0.14
15175	PSCD1	0.029	0.146	0.269	0.157	0.118
15176	BA108L7.2	0.034	0.018	-0.221	-0.034	0.462
15177	FLJ20195	0.113	0.03	-0.282	0.256	-0.046
15178	HNRPA0	0.202	0.139	0.156	0.153	-0.24
15179	MAP4K1	-0.509	-0.179	-0.671	-0.278	-0.384
15180	OGG1	-0.043	0.005	-0.193	-0.239	-0.042
15181	RCN2	0.284	0.12	-0.065	0.134	-0.421
15182	AUH	-0.201	-0.083	-0.288	-0.256	-0.355
15183	CLCN3	0.285	0.194	0.449	0.735	0.396
15184	GNB1	0.26	0.496	0.415	0.411	0.459
15185	GRB2	0.104	0.281	0.173	0.397	0.607
15186	GPX2	0.382	-0.099	-0.16	0.397	0.824
15187	EIF4A1	0.697	0.728	0.634	0.444	0.426
15188		0.383	0.074	0.12	0.386	0.151
15189	EFNB2	0.556	0.202	0.603	1.02	0.826
15190	ECE1	0.433	0.308	0.71	0.831	1.465
15191	ETFA	0.068	0.146	0.027	0.291	-0.164
15192	EVI2A	-0.344	-0.077	-0.269	-0.089	-0.124
15193	LOC51608	0.051	-0.166	-0.182	-0.459	-0.348
15194	DKFZP564I122	-0.008	-0.017	-0.263	-0.442	-0.115
15195	FBXL11	0.245	-0.021	-0.07	-0.004	0.168
15196	FLJ13611	0.266	0.185	-0.048	0.153	0.026
15197	ANK1	-0.021	0.052	0.025	0.243	0.072
15198	FLJ11806	0.419	0.367	0.17	0.318	0.035
15199	LOC54499	0.325	0.078	0.039	0.41	0.001
15200	KIAA1972	0.295	0.203	0.222	0.627	0.151
15201	POLYDOM	0.267	0.136	0.12	0.177	0.087
15202		0.558	0.298	0.056	0.446	0.636
15203	WHSC1L1	0.123	-0.017	-0.146	0.062	0.072
15204	MCEE	0.014	-0.051	-0.184	-0.024	-0.058
15205	FLJ10290	0.35	0.353	0.207	0.19	0.131
15206	LOC51094	0.347	0.177	0.018	0.258	0.024
15207	PREI3	0.257	0.248	0.01	0.317	-0.061
15208	EIF2C2	0.232	0.072	0.271	0.105	-0.047
15209	HELLS	0.215	-0.083	-0.184	-0.232	-0.721
15210	BNIP3L	0.288	-0.04	-0.109	1.331	1.228
15211	PNUTL2	0.001	-0.105	-0.038	-0.043	-0.195
15212	AQP3	0.098	-0.865	0.357	1.142	1.689
15213		-0.409	-0.385	-0.105	-0.11	-0.295
15214	MGC20576	0.051	0.144	0.183	0.394	0.248
15215	PAPSS2	0.217	0.082	0.035	0.084	-0.084
15216		0.024	0.243	0.036	0.262	-0.275
15217		0.108	-0.147	0.029	-0.045	-0.022
15218		-0.598	-0.475	-0.48	-0.625	-0.496
15219	FLJ30663	0.193	-0.115	0.018	-0.032	-0.122
15220		-0.685	-1.151	-0.556	-0.024	-0.216
15221	RBBP4	0.191	-0.143	-0.348	-0.358	-0.107
15222		-0.575	-0.507	-0.065	-0.213	-0.202
15223		-0.6	-0.743	-0.339	-0.59	-0.477
15224	C20orf158	0.209	-0.02	0.398	-0.374	-0.119
15225		-0.127	-0.321	-0.306	-0.602	-0.201
15226		-0.654	0.04	-0.532	-0.287	0.003
15227	DKFZP434B044	0.224	-0.03	-0.388	-0.032	-0.126
15228	PHF7	-0.299	-0.186	-0.541	-0.58	-0.393
15229	EIF2C2	0.035	0.43	0.746	0.288	0.289
15230	PPARAL	0.118	0.22	0.346	0.487	-0.185
15231		-0.06	-0.206	-0.095	0.114	0.162
15232		-0.181	-0.581	-0.479	-0.421	-0.218
15233	MSTP032	-0.091	-0.201	-0.221	0.01	0.034
15234		-0.65	-0.663	-0.534	-0.489	-0.439
15235		-0.084	-0.042	-0.622	-0.235	-0.688
15236		0.497	-0.722	0.176	1.184	-0.399
15237		-0.586	-0.679	-0.305	-0.58	-0.447
15238	KIAA1223	0.009	-0.035	-0.049	0.548	-0.165
15239		-0.444	-0.386	-0.357	-0.238	-0.114
15240		-0.59	-0.341	-0.168	-0.282	-0.271
15241		-1.181	-0.74	-0.607	-1.052	-0.516
15242		-0.782	-0.824	-0.631	-0.589	-0.429
15243	FLJ12668	0.491	-0.168	-0.775	-0.884	-0.679
15244	CAPRI	-0.431	-0.523	-0.624	-0.578	-0.297
15245		-0.754	-0.992	-0.762	-0.881	-0.689
15246		-1.001	-0.753	-0.567	-0.619	-0.461
15247		-0.282	-0.248	-0.162	-0.286	-0.023
15248		-0.9	-0.904	-0.654	-0.361	-0.434
15249		-0.409	-0.673	-0.522	-0.652	-0.296
15250		-0.28	-0.052	0.07	-0.035	0.071
15251		-1.189	-0.649	-0.914	-0.397	-0.552
15252		-0.79	-0.602	-0.666	-0.603	-0.501
15253		-0.124	-0.15	-0.382	-0.486	-0.391
15254	GCLC	0.267	0.232	0.087	0.165	0.178
15255	FBP17	0.237	0.047	0.068	0.006	0.534
15256	TAZ	-0.143	-0.149	0.002	-0.205	0.137
15257	FLJ14825	0.24	0.072	0.159	0.369	-0.08
15258	KIAA1155	-0.58	-0.589	-0.264	-0.162	-0.305
15259		-0.077	-0.007	0.043	0.043	0.03
15260	SACS	0.074	0.232	0.292	0.465	0.152
15261		-0.717	-0.486	-0.788	-0.74	-0.404
15262		-0.235	-0.64	-0.635	-0.353	-0.398
15263		-0.519	-0.646	-0.465	-0.746	-0.401
15264		0.049	0.138	-0.518	0.202	0.24
15265		-0.228	-0.278	-0.301	-0.428	-0.086
15266		-0.221	-0.306	-0.156	-0.179	-0.246
15267	PLGL	-0.429	-0.612	-0.274	-0.489	-0.294
15268	FGB	-0.289	-0.218	-0.093	-0.49	-0.2
15269		-0.278	-0.712	-1.24	-1.787	-0.114
15270		-0.533	-0.306	-0.273	-0.161	-0.024
15271		-0.077	-0.071	0.367	0.463	0.176
15272	RPL26L1	-0.452	-0.689	-0.441	-0.525	-0.25
15273	SYNPO2	-0.519	-0.334	0.023	-0.361	0.002
15274		-0.049	-0.152	0.197	0.294	0.024
15275		-0.116	-0.113	0.936	1.515	1.299
15276	RFP2	0.089	-0.022	0.102	0.033	-0.129
15277	HNRPK	0.117	0.074	-0.047	0.154	0.183
15278	FLJ11198	0.015	0.198	-0.225	-0.388	-0.112
15279	FAH	0.082	0.14	-0.106	-0.192	-0.25
15280	FGA	0.363	-0.068	-0.137	-0.165	-0.158
15281	FABP3	-0.293	-0.438	-0.403	-0.319	-0.124
15282	KLF2	0.64	0.606	0.45	0.371	0.812
15283		-0.086	-0.065	-0.067	-0.091	-0.096
15284	HAAO	-0.275	-0.142	-0.403	-0.408	-0.211
15285	C20orf155	0.286	0.262	0.001	0.15	-0.151
15286		-0.256	-0.405	-0.296	0.141	-0.083
15287		0.1	0.115	-0.071	0.137	-0.287
15288	DUSP7	0.33	0.21	0.156	0.094	0.295
15289		-0.636	-0.824	-0.87	-0.455	-0.459
15290		-0.681	-0.779	-0.467	-0.432	-0.229
15291	LCHN	0.127	-0.084	-0.039	0.078	0.322
15292		-0.247	-0.19	-0.48	-0.333	-0.613
15293		-0.616	-0.513	-0.446	-0.294	-0.268
15294	NOPE	-0.947	-0.563	-0.658	-0.428	-0.477
15295		-0.178	-0.317	-0.556	-0.218	-0.246
15296	GRP58	0.2	-0.116	-0.287	0.008	0.186
15297		-0.552	-0.604	-0.698	-0.622	-0.467
15298	CSMD1	-0.499	-0.902	-0.707	-0.456	-0.403
15299	RBP4	-0.76	-0.611	-0.935	-0.31	-0.381
15300	RILP	-0.294	-0.231	-0.264	-0.268	0.046
15301	TTYH2	-0.402	-0.237	0.377	0.99	1.38
15302	DKFZP566D1346	-0.059	0.275	0.351	0.33	-0.162
15303	DOM3Z	-0.144	-0.125	-0.205	-0.376	-0.123
15304		-0.455	-0.16	-0.501	-0.555	-0.271
15305		-0.369	0.036	0.422	-0.002	-0.223
15306		-0.031	-0.369	-0.176	-0.088	0.367
15307	RAB21	0.139	0.184	0.244	0.632	0.227
15308	EIF2S3	-0.04	0.079	0.178	0.362	-0.416
15309	SOCS5	-0.269	-0.061	0.011	0.37	-0.135
15310	KIAA0355	0.287	0.108	0.09	0.202	0.19
15311	PRO0149	0.366	0.318	0.718	0.968	0.623
15312		-0.139	-0.246	-0.237	0.022	-0.155
15313	FLJ36812	-0.224	-0.202	-0.134	-0.018	-0.219
15314	MGC40222	-0.499	-0.446	-0.383	-0.28	-0.095
15315	L1CAM	0.233	-0.016	0.206	0.345	0.602
15316	FLJ22649	0.364	0.316	0.15	0.479	0.349
15317		-0.297	-0.325	-0.342	-0.343	-0.141
15318		-0.1	-0.397	-0.553	-0.18	0.134
15319	ITGA4	-0.724	-0.34	-0.457	-0.352	-0.266
15320	CSPG5	-0.478	-0.37	-0.418	-0.121	-0.215
15321	FLJ14001	-0.57	-0.082	-0.232	-0.307	-0.355
15322		-0.389	-0.477	-0.506	-0.96	-0.354
15323		-0.596	-0.558	-0.522	-0.495	-0.326
15324		-0.142	-0.043	-0.458	-0.158	-0.224
15325		-0.274	-0.076	-0.248	-0.436	-0.03
15326		-0.168	-0.179	-0.618	-0.57	-0.214
15327		-0.366	-0.301	-0.334	-1.126	-0.304
15328	WNT5A	-0.219	-0.195	-0.304	-0.121	-0.14
15329	DIM1	-0.472	-0.416	-0.817	-0.751	-0.535
15330		-0.459	-0.644	-0.784	-0.406	-0.545
15331		-0.89	-0.72	-0.672	-0.781	-0.344
15332	RDGBB	-0.012	-0.248	-0.358	-0.034	0.049
15333		-0.719	-0.699	-0.981	-0.424	-0.365
15334		-0.31	-0.379	-0.65	-0.428	-0.276
15335		-0.064	-0.225	-0.403	-0.273	-0.293
15336	FLJ20736	0.189	-0.022	-0.42	-0.171	-0.367
15337		-0.762	-0.837	-0.761	-0.522	-0.261
15338	C21orf51	-0.057	0.03	0.066	-0.262	-0.269
15339	PAX8	0.281	0.169	-0.003	0.089	-0.07
15340	FLJ36525	0.166	-0.76	-0.779	-0.625	-0.114
15341	TBL2	0.044	-0.146	-0.38	-0.211	-0.179
15342		-1.366	-0.969	-0.5	-0.722	-0.563
15343	HSJ001348	-0.723	-0.689	-0.838	-0.713	-0.723
15344		-0.361	-0.467	-0.527	-0.629	-0.478
15345	MGC16202	-0.331	-0.005	-0.348	-0.28	-0.548
15346	SEC13L	0.543	0.575	0.387	0.28	-0.347
15347	DVL3	0.238	0.009	-0.304	-0.174	-0.148
15348	CTSB	0.035	-0.112	-0.155	-0.029	-0.04
15349	LSR68	0.013	0.195	0.393	1.026	0.436
15350	NCUBE1	0.103	0.218	0.015	0.252	-0.144
15351		-0.164	-0.153	-0.236	0.086	0.09
15352		-0.181	-0.201	-0.231	-0.18	-0.291
15353	XBP1	0.257	-0.08	0.366	0.798	0.382
15354	EPC1	-0.218	-0.352	-0.618	-0.044	-0.322
15355	FBXL11	0.245	0.212	0.403	0.43	0.416
